Title,Release_Year,Genre,Synopsis,Poster_URL,Movie_ID,Movie_URL,Duration,Certification,Voters,Rating
Prime Suspect,(2012),"Action,Adventure,Thriller",A piano player at a crossroads in his life returns home to his friends and their own problems with life and love.,"https://m.media-amazon.com/images/M/MV5BOTQ4OTU0ODktY2E5YS00MGFhLTgwZTEtZWFkOGMxMmFmOTg0XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_QL75_UX280_CR0,3,280,414_.jpg",0115639,https://www.imdb.com/title/tt0115639/,113 min,R,"17,438",6.8
The Bourne Legacy,(1996),"Comedy,Drama,Romance","The future for the last remaining pub, The Old Oak in a village of the Northeast England, where people are leaving the land as the mines are closed. Houses are cheap and available thus making it an ideal location for the Syrian refugees.","https://m.media-amazon.com/images/M/MV5BNGM1NjhkNTktY2I1My00ODMxLTk2NWQtYzlkMDhjYmQ4MGFkXkEyXkFqcGdeQXVyNDY5NTQyMDU@._V1_QL75_UX280_CR0,3,280,414_.jpg",19883634,https://www.imdb.com/title/tt19883634/,102 min,NA,"2,601",7.8
Beautiful Girls,(2023),Drama,Mike O'Donnell is ungrateful for how his life turned out. He gets a chance to rewrite his life when he tried to save a janitor near a bridge and jumped after him into a time vortex.,"https://m.media-amazon.com/images/M/MV5BMjA2NTI1Mzg3N15BMl5BanBnXkFtZTcwMjYwNjAzMg@@._V1_QL75_UX280_CR0,3,280,414_.jpg",0974661,https://www.imdb.com/title/tt0974661/,247 min,R,"9,190",6.1
The Old Oak,(2009),"Comedy,Drama,Fantasy","The Bride must kill her ex-boss and lover Bill who betrayed her at her wedding rehearsal, shot her in the head and took away her unborn daughter. But first, she must make the other four members of the Deadly Viper Assassination Squad suffer.","https://m.media-amazon.com/images/M/MV5BYmFkNTc1MWYtYTVlNy00NmZmLTkzMjAtMWM0N2FmMWRkNWNhXkEyXkFqcGdeQXVyMTE5NDkxMA@@._V1_QL75_UX280_CR0,3,280,414_.jpg",6019206,https://www.imdb.com/title/tt6019206/,118 min,R,"105,298",6.1
17 Again,(2006),"Action,Crime,Thriller","A destitute young man, raised by racist skinheads and notorious among white supremacists, turns his back on hatred and violence to transform his life, with the help of a black activist and the woman he loves.","https://m.media-amazon.com/images/M/MV5BNmFiZjA2ZDEtMTk5NC00MTZkLTgxYTEtMjFmOGI4OTVmNmEwXkEyXkFqcGdeQXVyODQyNzE3MDg@._V1_QL75_UX280_CR0,3,280,414_.jpg",6043142,https://www.imdb.com/title/tt6043142/,34 min,PG-13,"11,932",6.1
Kill Bill: The Whole Bloody Affair,(V) (2018),"Biography,Crime,Drama",Comedy about the workers in a factory canteen.,"https://m.media-amazon.com/images/M/MV5BNjg4YzJmZDctZmQwNy00YzQ3LWIxMGItOGIyMjczYjBiNmNmXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UX280_CR0,3,280,414_.jpg",0161140,https://www.imdb.com/title/tt0161140/,107 min,U,"35,407",5.6
Skin,(1998–2000),Comedy,Thérèse grows up with her aunt and cousin. Around 1860 the aunt decides they move to Paris and that her son and Thérèse get married. The joy- and loveless life changes when her husband brings a friend home. The affair turns ugly for all.,"https://m.media-amazon.com/images/M/MV5BMTAxMDY4MDI0NDZeQTJeQWpwZ15BbWU4MDkzOTU5ODAx._V1_QL75_UX280_CR0,3,280,414_.jpg",0409379,https://www.imdb.com/title/tt0409379/,94 min,U,"56,939",6.7
Dinnerladies,(2013),"Crime,Drama,Thriller","Three best friends find themselves where we've all been - at that confusing moment in every dating relationship when you have to decide ""So...where is this going?""","https://m.media-amazon.com/images/M/MV5BMjExODEyMjMwNV5BMl5BanBnXkFtZTgwMTAyODM1MDE@._V1_QL75_UX280_CR0,3,280,414_.jpg",1800246,https://www.imdb.com/title/tt1800246/,105 min,U,"46,389",6.2
In Secret,(2014),"Comedy,Romance","As four friends prepare for life after high school, different challenges bring about turning points in each of their lives. The dramas unfold and resolve at their local rollerskating rink, Cascade.","https://m.media-amazon.com/images/M/MV5BZTEwZmNlYmQtZWUyOS00MTJiLTkzMzQtNjAzZjI0NTViMmU2XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_QL75_UX280_CR0,3,280,414_.jpg",0466856,https://www.imdb.com/title/tt0466856/,99 min,R,"31,557",6.1
That Awkward Moment,(2006),"Comedy,Crime,Drama",A young girl is transported into a magical world of gingerbread soldiers and an army of mice.,"https://m.media-amazon.com/images/M/MV5BOTg1NDI1MjEyMl5BMl5BanBnXkFtZTgwOTA5MTgwNjM@._V1_QL75_UX280_CR0,3,280,414_.jpg",5523010,https://www.imdb.com/title/tt5523010/,88 min,NA,"2,950",6.8
ATL,(2018),"Adventure,Family,Fantasy",The sailor of legend is framed by the goddess Eris for the theft of the Book of Peace and must travel to her realm at the end of the world to retrieve it and save the life of his childhood friend Prince Proteus.,"https://m.media-amazon.com/images/M/MV5BZTUzY2UzNWQtYjYwYS00MzRmLWJhY2UtNDczODUzM2I1YmM0XkEyXkFqcGdeQXVyMTI1Mzg0ODA5._V1_QL75_UX280_CR0,3,280,414_.jpg",0165982,https://www.imdb.com/title/tt0165982/,104 min,A,"14,443",6.9
The Nutcracker and the Four Realms,(2003),"Animation,Adventure,Comedy",Lindsay is stuck in the middle of her relationship with Ben and his passion for the Boston Red Sox.,"https://m.media-amazon.com/images/M/MV5BMTMyNTE4ODA2N15BMl5BanBnXkFtZTcwNzg5ODUyMw@@._V1_QL75_UX280_CR0,3,280,414_.jpg",0332047,https://www.imdb.com/title/tt0332047/,93 min,NA,610,6.3
Sinbad: Legend of the Seven Seas,(2005),"Comedy,Drama,Romance","A father is without the means to pay for his daughter's medical treatment. As a last resort, he partners with a greedy co-worker to rob a casino. When things go awry they're forced to hijack a city bus.","https://m.media-amazon.com/images/M/MV5BMjEzNTkyMDE3NV5BMl5BanBnXkFtZTgwMTM2MDY4NjE@._V1_QL75_UX280_CR0,3,280,414_.jpg",3276924,https://www.imdb.com/title/tt3276924/,60 min,R,"48,956",7.5
Fever Pitch,(III) (2015),"Action,Crime,Drama","The series follows Frankie Drake, a female private detective operating in Toronto in the 1920s.","https://m.media-amazon.com/images/M/MV5BZjY5ZTk1NjAtOTdlNS00ODczLTk2MTItZTcwMGNjZDhiMjQ5XkEyXkFqcGdeQXVyMzU3MTc5OTE@._V1_QL75_UX280_CR0,3,280,414_.jpg",6881870,https://www.imdb.com/title/tt6881870/,14 min,PG-13,"72,027",6.2
Heist,(2017–2021),"Crime,Drama,Mystery",A collection of animated short stories that takes place inside The Boys universe.,"https://m.media-amazon.com/images/M/MV5BNDM5MWRmZjYtNWE1ZS00ZWU4LWI0ZWMtOTc4ZDliYmI3NDYxXkEyXkFqcGdeQXVyODc0OTEyNDU@._V1_QL75_UX280_CR0,3,280,414_.jpg",16350094,https://www.imdb.com/title/tt16350094/,82 min,NA,100,5.3
Frankie Drake Mysteries,(2022– ),"Animation,Short,Action",Josh and Blue head to New York City to audition for a big Broadway musical.,"https://m.media-amazon.com/images/M/MV5BYThmMmZhNTMtMTE1NS00N2UzLTlmZjYtZGE3YTYzZjU4MThiXkEyXkFqcGdeQXVyMTUyNjAxMTgz._V1_QL75_UX280_CR0,3,280,414_.jpg",15038118,https://www.imdb.com/title/tt15038118/,137 min,PG-13,"57,451",6.9
Diabolical,(2022),"Comedy,Family,Musical","A young queen, who is married to an insane king, falls secretly in love with her physician - and together they start a revolution that changes a nation forever.","https://m.media-amazon.com/images/M/MV5BMTg3MDE4MTQ4NF5BMl5BanBnXkFtZTcwNDgwNDYyOA@@._V1_QL75_UX280_CR0,3,280,414_.jpg",1276419,https://www.imdb.com/title/tt1276419/,114 min,NA,"60,694",7.6
Blue's Big City Adventure,(2012),"Biography,Drama,History","In Roman-ruled Britain, a young Roman soldier endeavors to honor his father's memory by finding his lost legion's golden emblem.","https://m.media-amazon.com/images/M/MV5BMTY1MjYwNTQ4Ml5BMl5BanBnXkFtZTcwMjYwNzAxNA@@._V1_QL75_UX280_CR0,3,280,414_.jpg",1034389,https://www.imdb.com/title/tt1034389/,-,UA,"82,425",6.4
En kongelig affære,(2011),"Action,Adventure,Drama","When Lucy and Skye accidentally get pregnant at the same time, their relationship between their families is severely strained. Skye worries that someone is tampering with her birth control, but there might be something worst going on.","https://m.media-amazon.com/images/M/MV5BNzExMDY3MTItYmEzMC00NThkLWFmMGEtOTc1NjcxZWEzZDQzXkEyXkFqcGdeQXVyOTc0ODk0Nzc@._V1_QL75_UX280_CR0,3,280,414_.jpg",22456770,https://www.imdb.com/title/tt22456770/,114 min,UA 13+,"13,271",6.6
The Eagle,(2023 TV Movie),Thriller,"A young Chicago advertising executive believes a woman he sees in a café is his long-lost love. His belief leads to obsession, as he puts his life on hold in order to trail her.","https://m.media-amazon.com/images/M/MV5BZDU3ZDM5MTQtNDU5NS00NDY1LWI1ODYtMzRiYjU1MTdiNWYxL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX280_CR0,3,280,414_.jpg",0324554,https://www.imdb.com/title/tt0324554/,138 min,R,765,5.9
The Pregnancy Promise,(2004),"Drama,Mystery,Romance",A young Spanish woman who has recently moved to Berlin finds her flirtation with a local guy turn potentially deadly as their night out with his friends reveals a dangerous secret.,"https://m.media-amazon.com/images/M/MV5BMTc5NzQzNjk2NF5BMl5BanBnXkFtZTgwODU0MjI5NjE@._V1_QL75_UX280_CR0,3,280,414_.jpg",4226388,https://www.imdb.com/title/tt4226388/,119 min,A,"37,192",7.3
Wicker Park,(II) (2015),"Crime,Drama,Romance","A reporter is drawn to a small West Virginia town to investigate a series of strange events, including psychic visions and the appearance of bizarre entities.","https://m.media-amazon.com/images/M/MV5BMjVmNDNjYWYtNzk0Mi00ZTU4LTljNDYtNDczZDE4NGMzZmQwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX280_CR0,3,280,414_.jpg",0265349,https://www.imdb.com/title/tt0265349/,88 min,UA,"112,574",5.3
Victoria,(2002),"Drama,Horror,Mystery","When a poor college student who cracks an online poker game goes bust, he arranges a face-to-face with the man he thinks cheated him, a sly offshore entrepreneur.","https://m.media-amazon.com/images/M/MV5BMTU5OTA0MjI4Ml5BMl5BanBnXkFtZTgwMTgxOTQwMDE@._V1_QL75_UX280_CR0,3,280,414_.jpg",2364841,https://www.imdb.com/title/tt2364841/,85 min,UA,"451,745",7.6
The Mothman Prophecies,(2013),"Crime,Thriller",Two old friends reconnect at a funeral and decide to get revenge on the widower who messed with them decades before.,"https://m.media-amazon.com/images/M/MV5BMzMyZDk0YWMtZmQ2OC00NTExLTgxM2ItZTkzM2I3YTBjMTM2XkEyXkFqcGdeQXVyMTAyMjQ3NzQ1._V1_QL75_UX280_CR0,3,280,414_.jpg",15488088,https://www.imdb.com/title/tt15488088/,340 min,18,"32,233",6.6
Runner Runner,(III) (2022),Comedy,"Follows the story of Pamela Anderson and Tommy Lee's relationship, going back to their whirlwind romance that started with them marrying after only knowing each other for 96 hours in 1995.","https://m.media-amazon.com/images/M/MV5BMmYyMTE3ZDItOGQwZC00ODgwLTkzN2YtOTIxNTI1Yjg0ZjE0XkEyXkFqcGdeQXVyMTM1MTE1NDMx._V1_QL75_UX280_CR0,3,280,414_.jpg",13659418,https://www.imdb.com/title/tt13659418/,109 min,18,"49,943",7.7
Moving On,(2022),"Biography,Comedy,Drama","When the network of satellites designed to control the global climate starts to attack Earth, it's a race against the clock for its creator to uncover the real threat before a worldwide Geostorm wipes out everything and everyone.","https://m.media-amazon.com/images/M/MV5BMTA0OTQwMTIxNzheQTJeQWpwZ15BbWU4MDQ1MzI3OTMy._V1_QL75_UX280_CR0,3,280,414_.jpg",1981128,https://www.imdb.com/title/tt1981128/,130 min,A,"121,558",6.9
Pam & Tommy,(2017),"Action,Sci-Fi,Thriller",The fragile peace between apes and humans is threatened as mistrust and betrayal threaten to plunge both tribes into a war for dominance over the Earth.,"https://m.media-amazon.com/images/M/MV5BMTgwODk3NDc1N15BMl5BanBnXkFtZTgwNTc1NjQwMjE@._V1_QL75_UX280_CR0,3,280,414_.jpg",2103281,https://www.imdb.com/title/tt2103281/,40 min,R,73,5.2
Geostorm,(2014),"Action,Adventure,Drama","In the dark, early days of a zombie apocalypse, complete strangers band together to find the strength they need to survive and get back to loved ones.","https://m.media-amazon.com/images/M/MV5BOWZhOWM2ODUtNmIxZS00YWZkLWE1MzItNjMxOWExY2QxOGQ4XkEyXkFqcGdeQXVyMTA1OTAyOTI@._V1_QL75_UX280_CR0,3,280,414_.jpg",8923854,https://www.imdb.com/title/tt8923854/,463 min,18,"63,559",7.3
Dawn of the Planet of the Apes,(2019–2021),"Action,Drama,Horror","Based on Celeste Ng's 2017 bestseller, ""Little Fires Everywhere"" follows the intertwined fates of the picture-perfect Richardson family and the enigmatic mother and daughter who upend their lives.","https://m.media-amazon.com/images/M/MV5BZjNiMTQzMDYtNzk2ZC00ODc4LTk4OWQtZDBkMTllYWZlYzI1XkEyXkFqcGdeQXVyNDk3ODk4OQ@@._V1_QL75_UX280_CR0,3,280,414_.jpg",8089592,https://www.imdb.com/title/tt8089592/,99 min,UA,"154,955",7.3
Black Summer,(2020),Drama,"Five friends set sail and their yacht is overturned by a strange and sudden storm. A mysterious ship arrives to rescue them, and what happens next cannot be explained.","https://m.media-amazon.com/images/M/MV5BY2VlODI5ZmMtZDExYS00OWI4LWJiMWItZWZkZWRkNzlmZWI2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX280_CR0,3,280,414_.jpg",1187064,https://www.imdb.com/title/tt1187064/,89 min,NA,91,6.7
Little Fires Everywhere,(2009),"Fantasy,Mystery,Sci-Fi",Follows a widow who finds out from her late husband's mistress that his death was not an accident. Both women work together to unmask the truth behind the man they both loved.,"https://m.media-amazon.com/images/M/MV5BMjBlY2Y5ZTUtMDEwZi00YTRlLWFmYTYtYWNlYTAxNWEzODBkXkEyXkFqcGdeQXVyMzQwMTY2Nzk@._V1_QL75_UX280_CR0,3,280,414_.jpg",20412896,https://www.imdb.com/title/tt20412896/,60 min,PG-13,"12,002",5.7
Triangle,(2023),"Crime,Thriller","In 1947, Mildred Ratched begins working as a nurse at a leading psychiatric hospital. But beneath her stylish exterior lurks a growing darkness.","https://m.media-amazon.com/images/M/MV5BMDJiZGE5NzYtZGU3Zi00NDQwLWFhMjAtNTM0MDM2ZTljMjAzXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_QL75_UX280_CR0,3,280,414_.jpg",7423538,https://www.imdb.com/title/tt7423538/,145 min,NA,491,6.3
Double Life,(2020– ),"Crime,Drama,History",Nitta Sayuri reveals how she transcended her fishing-village roots and became one of Japan's most celebrated geisha.,"https://m.media-amazon.com/images/M/MV5BMTYxMzM4NTEzOV5BMl5BanBnXkFtZTcwNDMwNjQzMw@@._V1_QL75_UX280_CR0,3,280,414_.jpg",0397535,https://www.imdb.com/title/tt0397535/,128 min,PG-13,"21,640",5.8
Ratched,(2005),"Drama,Romance","A chronicle of Gertrude Bell's life, a traveler, writer, archaeologist, explorer, cartographer, and political attaché for the British Empire at the dawn of the twentieth century.","https://m.media-amazon.com/images/M/MV5BMjRiMGJjY2EtMjk3NC00MDg3LWIzNDYtZDZiZWY5ZDNmOGI5XkEyXkFqcGdeQXVyMTYxNzI2MTg@._V1_QL75_UX280_CR0,3,280,414_.jpg",1837636,https://www.imdb.com/title/tt1837636/,110 min,R,"71,678",5.6
Memoirs of a Geisha,(2020),"Comedy,Drama,Romance","""It is a rare and miraculous thing to find your one true soul mate."" Carey soon learns that finding two of them can pose an even greater problem.","https://m.media-amazon.com/images/M/MV5BODY1YmYyMzEtYjY0MC00YmEyLWE4NjctNDUyZjE0YjNjMmNmXkEyXkFqcGdeQXVyOTU4OTEzNg@@._V1_QL75_UX280_CR0,3,280,414_.jpg",6692776,https://www.imdb.com/title/tt6692776/,97 min,NA,"1,614",5.8
Emma.,(2015),"Adventure,Biography,Drama",Escaped convict Jack Hammond takes a woman hostage and sets off for the Mexican border with the police hot on his tail.,"https://m.media-amazon.com/images/M/MV5BNGJjZTNhZjEtODA3OS00NTJhLWEwMWUtNTMwZjIzMDFhMTllXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_QL75_UX280_CR0,3,280,414_.jpg",0109402,https://www.imdb.com/title/tt0109402/,81 min,NA,212,6.6
Queen of the Desert,(2022),"Drama,Musical,Romance","A college student on suspension is coaxed into babysitting the kids next door, though he is fully unprepared for the wild night ahead of him.","https://m.media-amazon.com/images/M/MV5BZDU1ZWJmMmUtM2Q5Ny00MjdhLWE0OTMtMWJkMjg1OTc2YTgxXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_QL75_UX280_CR0,3,280,414_.jpg",1366344,https://www.imdb.com/title/tt1366344/,30 min,R,"5,539",6.7
The Swearing Jar,(1994),"Action,Adventure,Comedy",The estranged wife of a television reporter returns to invade his new life.,"https://m.media-amazon.com/images/M/MV5BYjYxYjIwN2ItYzI2YS00NjJkLTg3YWYtNWZkN2Y5YTYxMzI4XkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_QL75_UX280_CR0,3,280,414_.jpg",0362404,https://www.imdb.com/title/tt0362404/,22 min,13,"3,891",6.8
The Chase,(2011),Comedy,"Clawdeen Wolf arrives at Monster High with a dark secret. With the help of her friends Draculaura and Frankie Stein, she is able to embrace her true monster heart and save the school from total destruction.","https://m.media-amazon.com/images/M/MV5BYjBhMzU5OGYtNTkzMi00NzY4LTkwOTMtNjVkZTY3YTU4ZmM4XkEyXkFqcGdeQXVyODUwNjEzMzg@._V1_QL75_UX280_CR0,3,280,414_.jpg",14118188,https://www.imdb.com/title/tt14118188/,106 min,NA,500,6.1
The Sitter,(2003–2023),Comedy,"An undercover British journalist infiltrates the online propaganda channels of the so-called Islamic State, only to be sucked in by her recruiter.","https://m.media-amazon.com/images/M/MV5BMjRkYTkyMTQtOGE1NC00NDMxLWJlNzQtYTg3NWJhMzdjYTk0XkEyXkFqcGdeQXVyODk4OTc3MTY@._V1_QL75_UX280_CR0,3,280,414_.jpg",7826276,https://www.imdb.com/title/tt7826276/,25 min,NA,"4,358",5.8
All of Us,(2022– ),"Animation,Comedy,Family",An aspiring young country singer (Katharine McPhee) finds the band she's been missing when she takes a job as nanny for a musically talented family: a rugged cowboy (Eddie Cibrian) and his five children.,"https://m.media-amazon.com/images/M/MV5BNTFkMTY1MDctMzg1MS00YmVkLWIwYTAtNDU5MTgyOTA5ZjRlXkEyXkFqcGdeQXVyNjEwNTM2Mzc@._V1_QL75_UX280_CR0,3,280,414_.jpg",11717394,https://www.imdb.com/title/tt11717394/,148 min,R,"6,383",5.4
Monster High,(I) (2018),"Mystery,Thriller","A ground-breaking documentary series with exclusive access to President Donald J. Trump and the First Family as he launches his 2020 re-election campaign, disputes the results of the ...                See full summary »
","https://m.media-amazon.com/images/M/MV5BYzAyNDIwZWMtNGE4Ni00MTQ5LWFlMTEtZDg4YjNlMTFkY2EyXkEyXkFqcGdeQXVyMTAyMjQ3NzQ1._V1_QL75_UX280_CR0,3,280,414_.jpg",21194026,https://www.imdb.com/title/tt21194026/,22 min,R,"64,784",5.6
Profile,(2021),"Comedy,Drama,Family",Teenage twins from Chicago discover they are heirs to the throne of an island nation.,"https://m.media-amazon.com/images/M/MV5BOTFiMmUzOTEtODVkMi00Y2IyLThlOTMtY2IzZjNiMWU5NjgxXkEyXkFqcGdeQXVyNDgyODgxNjE@._V1_QL75_UX280_CR0,3,280,414_.jpg",1571313,https://www.imdb.com/title/tt1571313/,95 min,R,"65,575",7.7
Country Comfort,(II) (2022),"Documentary,Biography","Alex, a burned out LA cyborg cop, is forced by commissioner Farnsworth to find his former cyborg partner and lover Jared who's about to deliver sensitive data to cyborg terrorists who wish to wage war against humans. Is he being played?","https://m.media-amazon.com/images/M/MV5BM2M0MzEyYjQtNDI0Mi00YjhlLTliMGUtNTUzMTNkYmE5NzUyXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_QL75_UX280_CR0,3,280,414_.jpg",0107668,https://www.imdb.com/title/tt0107668/,99 min,R,"7,601",5.1
Unprecedented,(2010–2013),"Comedy,Family,Fantasy",A widower struggling to raise his emotionally challenged son discovers that he can predict events before they happen.,"https://m.media-amazon.com/images/M/MV5BNTI3OTcwNTk3Ml5BMl5BanBnXkFtZTcwNzA3NzAzNw@@._V1_QL75_UX280_CR0,3,280,414_.jpg",1821681,https://www.imdb.com/title/tt1821681/,99 min,NA,"28,578",6.7
Pair of Kings,(1992),"Action,Sci-Fi,Thriller",A man shuffles through a dream meeting various people and discussing the meanings and purposes of the universe.,"https://m.media-amazon.com/images/M/MV5BMWM0ZjY5ZjctODNkZi00Nzk0LWE1ODUtNGM4ZDUyMzUwMGYwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX280_CR0,3,280,414_.jpg",0243017,https://www.imdb.com/title/tt0243017/,60 min,A,"9,687",6.7
Nemesis,(2012–2013),"Drama,Mystery,Sci-Fi","A reformed sociopath journeys to a remote island to investigate the mystery behind his brother's demise, but soon ends up facing off with more than he bargained for.","https://m.media-amazon.com/images/M/MV5BMjhjMDBiNzYtY2M0Zi00ZDE3LTg2NzctMDU1NmYyNmUyYjNjXkEyXkFqcGdeQXVyMTM1MTE1NDMx._V1_QL75_UX280_CR0,3,280,414_.jpg",3876910,https://www.imdb.com/title/tt3876910/,60 min,PG,"40,718",7.3
Touch,(2001),"Animation,Drama,Fantasy","A year ago, a terrorist attack in Odessa, Texas left the city decimated. Blamed for the tragic event, those with extraordinary abilities are in hiding or on the run from those with nefarious motives.","https://m.media-amazon.com/images/M/MV5BNDg2NTI5OTYzOV5BMl5BanBnXkFtZTgwMzI0MzA1NjE@._V1_QL75_UX280_CR0,3,280,414_.jpg",3556944,https://www.imdb.com/title/tt3556944/,143 min,NA,"19,498",8.2
Waking Life,(III) (2021),"Action,Thriller","Charlie Manx, a seductive immortal who feeds off the souls of children, has his whole world threatened when a young woman in New England discovers she has a dangerous gift.","https://m.media-amazon.com/images/M/MV5BNDhhYzQyNDAtOGZjMy00OWE5LWJkYzktZGIxMjQ1NjE0MDRlXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_QL75_UX280_CR0,3,280,414_.jpg",5194792,https://www.imdb.com/title/tt5194792/,417 min,R,"69,284",6.8
Dangerous,(2015–2016),"Drama,Fantasy,Sci-Fi",A frustrated composer finds fulfillment as a high school music teacher.,"https://m.media-amazon.com/images/M/MV5BZDZhNDRlZjAtYzdhNy00ZjU1LWFlMDYtNjA5NjliM2Y5ZmVjL2ltYWdlXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_QL75_UX280_CR0,3,280,414_.jpg",0113862,https://www.imdb.com/title/tt0113862/,81 min,NA,"3,409",5.5
Heroes Reborn,(2019–2020),"Drama,Fantasy,Horror","A father and daughter are caught in a parallel universe where the great Queens Snow White, Cinderella and Riding Hood III have had their kingdoms fragmented by warring trolls, giants and goblins.","https://m.media-amazon.com/images/M/MV5BYmE5YmM1ODItODBmYy00Y2QwLTg3ZTYtMzJmMjM3ZDFmMzgzXkEyXkFqcGdeQXVyMTUyNjc3NDQ4._V1_QL75_UX280_CR0,3,280,414_.jpg",0207275,https://www.imdb.com/title/tt0207275/,60 min,R,"53,468",6.6
NOS4A2,(1995),"Drama,Music",A traveling mariachi is mistaken for a murderous criminal and must hide from a gang bent on killing him.,"https://m.media-amazon.com/images/M/MV5BNjMwNzA1NmQtYjUyYS00MTNlLWJiNDktODM3YTFlZDA0ZWUxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX280_CR0,3,280,414_.jpg",0104815,https://www.imdb.com/title/tt0104815/,89 min,UA,"155,425",6.6
Mr. Holland's Opus,(2000),"Adventure,Comedy,Family","Bicycle officers patrol Santa Monica, California.","https://m.media-amazon.com/images/M/MV5BODRlOWMxZDEtNWM1Mi00MjNmLTkxYzQtNmY0NTBmM2EwNzk0XkEyXkFqcGdeQXVyMzU3MTc5OTE@._V1_QL75_UX280_CR0,3,280,414_.jpg",0112112,https://www.imdb.com/title/tt0112112/,102 min,18,"10,280",6.1
The 10th Kingdom,(1992),"Action,Crime,Thriller",A spelling bee loser sets out to exact revenge by finding a loophole and attempting to win as an adult.,"https://m.media-amazon.com/images/M/MV5BN2M1MDljMmItMDE0ZS00OTQxLTkxNmQtMTgwZjk3NmM3MDc4XkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_QL75_UX280_CR0,3,280,414_.jpg",2170299,https://www.imdb.com/title/tt2170299/,-,U,"39,149",6.0
El mariachi,(1996–2000),"Action,Crime,Drama","As a police psychologist works to talk down an ex-con who is threatening to jump from a Manhattan hotel rooftop, the biggest diamond heist ever committed is in motion.","https://m.media-amazon.com/images/M/MV5BMTc5MTE4MzY2N15BMl5BanBnXkFtZTcwNjMwNDc3Ng@@._V1_QL75_UX280_CR0,3,280,414_.jpg",1568338,https://www.imdb.com/title/tt1568338/,94 min,R,"46,960",7.0
Pacific Blue,(2013),"Comedy,Drama","When a grisly murder shocks Los Angeles in 1938, Detective Tiago Vega and his partner Lewis Michener become embroiled in an epic story that reflects the troubled history of the city.","https://m.media-amazon.com/images/M/MV5BN2ZmYTM3ZmEtMmZkNC00NGYxLTkxZTktNjE0ZjUzZWIwN2U1XkEyXkFqcGdeQXVyOTA3MTMyOTk@._V1_QL75_UX280_CR0,3,280,414_.jpg",10361016,https://www.imdb.com/title/tt10361016/,116 min,PG,"76,663",6.3
Bad Words,(2012),"Action,Crime,Thriller",Four young men mistake their lives for a movie and attempt one of the most audacious heists in U.S. history.,"https://m.media-amazon.com/images/M/MV5BYTc4ZWQyODItMTZjYy00OTVmLWEzMjUtNTlkOTJjMzhiYzAxXkEyXkFqcGdeQXVyODE0MDY3NzY@._V1_QL75_UX280_CR0,3,280,414_.jpg",6212478,https://www.imdb.com/title/tt6212478/,104 min,NA,"3,692",7.4
Man on a Ledge,(2020),"Crime,Drama,Fantasy",The life of a top chef changes when she becomes the guardian of her young niece.,"https://m.media-amazon.com/images/M/MV5BMTI1NzQ5MzU1OV5BMl5BanBnXkFtZTcwNzExODU0MQ@@._V1_QL75_UX280_CR0,3,280,414_.jpg",0481141,https://www.imdb.com/title/tt0481141/,42 min,U,"29,332",5.7
Penny Dreadful: City of Angels,(2010),"Horror,Mystery,Thriller",A young aspiring writer discovers secrets about her family's past when she finds herself mysteriously being pulled back and forth in time to a 19th century plantation.,"https://m.media-amazon.com/images/M/MV5BNjA5NTRiNWYtNThhNi00Mjg3LWE4M2QtMGE1YmRlMTJlMzE3XkEyXkFqcGdeQXVyNjEwNTM2Mzc@._V1_QL75_UX280_CR0,3,280,414_.jpg",14376190,https://www.imdb.com/title/tt14376190/,124 min,PG-13,"45,470",5.6
The Last Exorcism,(2018),"Biography,Crime,Drama",A female pirate and her companion race against their rivals to find a hidden island that contains a fabulous treasure.,"https://m.media-amazon.com/images/M/MV5BNjg0ZjIzMDYtNmUyNS00NzQxLWFhZGQtOGYzMzE0ZWEwM2UxXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_QL75_UX280_CR0,3,280,414_.jpg",0112760,https://www.imdb.com/title/tt0112760/,95 min,NA,"42,794",6.4
American Animals,(2007),"Comedy,Drama,Romance","A teenage girl in the Midwest becomes infected by an outbreak of a disease that slowly turns the infected into cannibalistic zombies. During her transformation, her loving father stays by her side.","https://m.media-amazon.com/images/M/MV5BMTkyNzk0MTU2Ml5BMl5BanBnXkFtZTgwNDExNzMyNTE@._V1_QL75_UX280_CR0,3,280,414_.jpg",1881002,https://www.imdb.com/title/tt1881002/,95 min,R,"14,239",6.4
